Date,Value
2008-08-06,42.68
2008-08-07,50.33
2008-08-08,52.52
2008-08-09,51.93
2008-08-10,55.07
2008-08-11,45.48
2008-08-12,35.96
2008-08-13,54.03
2008-08-14,41.78
2008-08-15,53.23
2008-08-16,48.58
2008-08-17,34.18
2008-08-18,48.83
2008-08-19,43.74
2008-08-20,33.53
2008-08-21,33.14
2008-08-22,36.15
2008-08-23,40.54
2008-08-24,39.57
2008-08-25,32.94
2008-08-26,41.14
2008-08-27,37.04
2008-08-28,45.8
2008-08-29,44.19
2008-08-30,37.62
2008-08-31,49.19
2008-09-01,34.4
2008-09-02,37.22
2008-09-03,57.2
2008-09-04,24.64
2008-09-05,31.86
2008-09-06,27.65
2008-09-07,37.98
2008-09-08,32.52
2008-09-09,25.13
2008-09-10,20.54
2008-09-11,19.3
2008-09-12,30.08
2008-09-13,34.7
2008-09-14,40.25
2008-09-15,36.69
2008-09-16,30.36
2008-09-17,14.85
2008-09-18,7.53
2008-09-19,24.98
2008-09-20,48.18
2008-09-21,33.44
2008-09-22,35.26
2008-09-23,31.87
2008-09-24,17.94
2008-09-25,25.39
2008-09-26,28.63
2008-09-27,18.34
2008-09-28,15.87
2008-09-29,29.43
2008-09-30,46.26
2008-10-01,51.55
2008-10-02,45.31
2008-10-03,38.56
2008-10-04,26.07
2008-10-05,33.06
2008-10-06,31.92
2008-10-07,14.33
2008-10-08,9.55
2008-10-09,17.54
2008-10-10,9.69
2008-10-11,13.54
2008-10-12,17.1
2008-10-13,9.56
2008-10-14,17.12
2008-10-15,24.41
2008-10-16,33.74
2008-10-17,34.04
2008-10-18,14.19
2008-10-19,12.12
2008-10-20,21.76
2008-10-21,17.38
2008-10-22,21.55
2008-10-23,26.8
2008-10-24,6.21
2008-10-25,5.56
2008-10-26,8.79
2008-10-27,22.75
2008-10-28,30.41
2008-10-29,28.73
2008-10-30,19.99
2008-10-31,13.85
2008-11-01,7.24
2008-11-02,9.05
2008-11-03,7.8
2008-11-04,3.46
2008-11-05,5.3
2008-11-06,3.96
2008-11-07,6.85
2008-11-08,9.8
2008-11-09,28.18
2008-11-10,30.55
2008-11-11,22.05
2008-11-12,33.58
2008-11-13,21.88
2008-11-14,18.41
2008-11-15,8.61
2008-11-16,9.17
2008-11-17,7.51
2008-11-18,7.63
2008-11-19,11.21
2008-11-20,21.86
2008-11-21,45.4
2008-11-22,48.72
2008-11-23,54.9
2008-11-24,27.27
2008-11-25,21.49
2008-11-26,16.57
2008-11-27,11.88
2008-11-28,3.99
2008-11-29,7.83
2008-11-30,22.59
2008-12-01,14.13
2008-12-02,21.84
2008-12-03,27.34
2008-12-04,30.65
2008-12-05,48.34
2008-12-06,41.91
2008-12-07,22.98
2008-12-08,9.98
2008-12-09,9.63
2008-12-10,11.73
2008-12-11,4.51
2008-12-12,14.55
2008-12-13,9.52
2008-12-14,5.18
2008-12-15,3.6
2008-12-16,3.28
2008-12-17,3.29
2008-12-18,3.91
2008-12-19,7.04
2008-12-20,19.83
2008-12-21,17.72
2008-12-22,16.02
2008-12-23,7.31
2008-12-24,11.95
2008-12-25,23.58
2008-12-26,38.59
2008-12-27,26.5
2008-12-28,28.87
2008-12-29,12.29
2008-12-30,5.01
2008-12-31,2.6
2009-01-01,22.6
2009-01-02,37.81
2009-01-03,34.6
2009-01-04,31.94
2009-01-05,24.53
2009-01-06,17.11
2009-01-07,21.57
2009-01-08,19.7
2009-01-09,11.84
2009-01-10,6.71
2009-01-11,8.72
2009-01-12,5.57
2009-01-13,5.32
2009-01-14,5.41
2009-01-15,14.33
2009-01-16,16.11
2009-01-17,6.23
2009-01-18,41.22
2009-01-19,36.87
2009-01-20,31.91
2009-01-21,13.92
2009-01-22,18.23
2009-01-26,13.39
2009-01-27,14.95
2009-01-28,13.9
2009-01-29,18.58
2009-01-30,21.27
2009-01-31,22.24
2009-02-01,27.46
2009-02-02,7.9
2009-02-03,8.51
2009-02-04,8.41
2009-02-05,6.55
2009-02-06,10.37
2009-02-07,20.86
2009-02-08,23.84
2009-02-09,23.98
2009-02-10,58.88
2009-02-11,34.13
2009-02-12,38.4
2009-02-13,37.04
2009-02-14,39.29
2009-02-15,38.75
2009-02-16,24.85
2009-02-17,36.06
2009-02-18,36.46
2009-02-19,30.37
2009-02-20,17.41
2009-02-21,24.33
2009-02-22,20.57
2009-02-23,32.5
2009-02-24,43.47
2009-02-25,26.52
2009-02-26,28.87
2009-02-27,33.12
2009-02-28,33.23
2009-03-02,21.86
2009-03-03,21.15
2009-03-04,22.21
2009-03-05,35.68
2009-03-06,36.38
2009-03-07,39.49
2009-03-08,62.2
2009-03-09,59.76
2009-03-10,56.79
2009-03-11,42.83
2009-03-12,27.26
2009-03-13,42.04
2009-03-14,46.22
2009-03-15,63.63
2009-03-16,52.98
2009-03-17,38.53
2009-03-18,43.19
2009-03-19,41.24
2009-03-20,58.72
2009-03-21,56.47
2009-03-22,46.05
2009-03-23,50.68
2009-03-24,57.14
2009-03-25,50.71
2009-03-26,54.69
2009-03-27,50.06
2009-03-28,57.62
2009-03-29,67.02
2009-04-03,39.42
2009-04-04,53.2
2009-04-05,53.01
2009-04-06,59.56
2009-04-08,37.28
2009-04-09,37.83
2009-04-10,59.83
2009-04-11,57.87
2009-04-12,57.36
2009-04-13,63.73
2009-04-14,57.78
2009-04-15,60.07
2009-04-16,45.31
2009-04-17,50.31
2009-04-18,65.6
2009-04-19,50.89
2009-04-20,38.82
2009-04-21,55.53
2009-04-22,61.73
2009-04-23,71.71
2009-04-24,60.48
2009-04-25,58.62
2009-04-26,62.98
2009-04-27,45.09
2009-04-28,50.22
2009-04-29,46.71
2009-04-30,41.45
2009-05-01,46.42
2009-05-02,61.76
2009-05-03,61.4
2009-05-05,38.0
2009-05-06,41.95
2009-05-07,51.21
2009-05-08,64.28
2009-05-09,51.84
2009-05-10,57.07
2009-05-11,38.55
2009-05-12,28.61
2009-05-13,29.28
2009-05-14,46.47
2009-05-15,46.81
2009-05-16,52.2
2009-05-17,45.94
2009-05-18,52.68
2009-05-19,45.37
2009-05-20,53.74
2009-05-21,81.26
2009-05-22,47.57
2009-05-23,49.66
2009-05-24,54.72
2009-05-25,62.89
2009-05-26,56.38
2009-05-27,58.04
2009-05-28,55.64
2009-05-29,70.83
2009-05-30,77.27
2009-05-31,66.86
2009-06-01,85.33
2009-06-02,77.13
2009-06-03,73.64
2009-06-04,73.8
2009-06-05,64.84
2009-06-06,74.39
2009-06-07,69.2
2009-06-08,42.83
2009-06-09,67.19
2009-06-10,58.64
2009-06-11,70.42
2009-06-12,59.87
2009-06-13,50.82
2009-06-14,62.23
2009-06-15,51.86
2009-06-16,57.63
2009-06-17,57.67
2009-06-18,54.8
2009-06-20,55.24
2009-06-21,63.02
2009-06-22,62.88
2009-06-23,56.73
2009-06-24,58.58
2009-06-26,47.74
2009-06-27,56.04
2009-06-28,51.08
2009-06-29,64.69
2009-06-30,60.89
2009-07-01,57.03
2009-07-02,54.92
2009-07-03,75.08
2009-07-04,54.43
2009-07-05,53.5
2009-07-06,46.77
2009-07-07,40.93
2009-07-08,45.08
2009-07-09,41.22
2009-07-10,49.2
2009-07-11,46.39
2009-07-12,44.14
2009-07-13,59.56
2009-07-14,64.74
2009-07-15,53.8
2009-07-16,48.78
2009-07-17,46.19
2009-07-18,43.82
2009-07-19,51.06
2009-07-20,46.19
2009-07-21,46.31
2009-07-22,33.77
2009-07-23,31.59
2009-07-24,36.3
2009-07-25,42.16
2009-07-26,39.33
2009-07-27,61.9
2009-07-28,50.41
2009-07-29,55.5
2009-07-30,58.55
2009-07-31,51.4
2009-08-01,65.66
2009-08-02,66.95
2009-08-03,44.24
2009-08-04,58.58
2009-08-05,49.67
2009-08-06,64.55
2009-08-07,67.11
2009-08-08,77.42
2009-08-09,43.94
2009-08-10,45.36
2009-08-11,44.41
2009-08-12,39.07
2009-08-13,35.29
2009-08-14,38.83
2009-08-15,47.95
2009-08-16,67.61
2009-08-17,68.31
2009-08-18,71.47
2009-08-19,73.46
2009-08-20,71.93
2009-08-21,64.58
2009-08-22,65.95
2009-08-23,45.82
2009-08-24,50.91
2009-08-25,52.34
2009-08-26,35.04
2009-08-28,51.45
2009-08-29,53.27
2009-08-30,38.3
2009-08-31,41.67
2009-09-01,56.82
2009-09-02,24.17
2009-09-03,46.58
2009-09-04,42.93
2009-09-05,36.72
2009-09-06,31.2
2009-09-07,31.2
2009-09-08,44.3
2009-09-09,46.79
2009-09-10,60.39
2009-09-11,63.9
2009-09-12,50.32
2009-09-13,43.36
2009-09-14,50.55
2009-09-15,21.48
2009-09-16,13.37
2009-09-17,19.7
2009-09-18,24.07
2009-09-19,32.9
2009-09-20,42.29
2009-09-21,44.99
2009-09-22,29.29
2009-09-23,30.26
2009-09-24,36.02
2009-09-25,34.87
2009-09-26,26.2
2009-09-27,26.72
2009-09-28,25.82
2009-09-29,28.78
2009-09-30,27.73
2009-10-01,36.01
2009-10-02,29.84
2009-10-03,36.25
2009-10-04,40.36
2009-10-05,20.32
2009-10-06,35.28
2009-10-07,45.65
2009-10-08,34.14
2009-10-09,14.06
2009-10-10,28.6
2009-10-11,37.85
2009-10-12,38.61
2009-10-13,26.7
2009-10-14,29.95
2009-10-15,35.39
2009-10-16,25.59
2009-10-17,19.41
2009-10-18,23.38
2009-10-19,14.02
2009-10-20,12.93
2009-10-21,6.29
2009-10-22,15.57
2009-10-23,10.8
2009-10-24,11.99
2009-10-25,11.94
2009-10-26,23.64
2009-10-28,5.16
2009-10-29,7.54
2009-10-30,7.54
2009-10-31,10.52
2009-11-01,10.68
2009-11-12,13.33
2009-11-19,6.89
2009-11-20,2.12
2009-11-21,2.32
2009-11-22,42.43
2009-11-23,55.64
2009-11-24,42.67
2009-11-25,17.78
2009-11-26,38.74
2009-11-27,39.16
2009-11-28,42.56
2009-11-29,7.06
2009-11-30,15.9
2009-12-01,15.7
2009-12-02,10.38
2009-12-03,12.16
2009-12-04,27.89
2009-12-05,17.3
2009-12-06,5.73
2009-12-07,4.5
2009-12-08,14.23
2009-12-09,4.48
2009-12-10,3.23
2009-12-11,4.21
2009-12-12,11.96
2009-12-13,20.18
2009-12-14,14.42
2009-12-15,13.04
2009-12-16,10.6
2009-12-17,5.44
2009-12-18,4.98
2009-12-19,8.47
2009-12-20,21.01
2009-12-21,10.67
2009-12-22,2.21
2009-12-23,12.59
2009-12-24,3.82
2009-12-25,48.33
2009-12-26,16.52
2009-12-27,35.9
2009-12-28,18.29
2009-12-29,12.6
2009-12-30,31.33
2009-12-31,19.67
2010-01-01,10.4
2010-01-02,38.7
2010-01-03,24.41
2010-01-04,12.45
2010-01-05,8.2
2010-01-06,11.96
2010-01-07,14.51
2010-01-08,17.58
2010-01-09,14.48
2010-01-10,9.4
2010-01-11,7.28
2010-01-12,12.64
2010-01-13,6.77
2010-01-14,15.81
2010-01-15,16.83
2010-01-16,24.48
2010-01-17,45.56
2010-01-18,21.11
2010-01-19,10.9
2010-01-20,13.04
2010-01-21,16.88
2010-01-22,18.38
2010-01-23,22.44
2010-01-24,12.21
2010-01-25,10.51
2010-01-26,16.78
2010-01-27,23.7
2010-01-28,21.43
2010-01-29,41.51
2010-01-30,51.97
2010-01-31,37.97
2010-02-01,43.34
2010-02-02,47.55
2010-02-03,43.91
2010-02-04,14.99
2010-02-05,20.45
2010-02-06,24.12
2010-02-07,30.25
2010-02-08,29.77
2010-02-09,17.07
2010-02-10,22.0
2010-02-11,35.28
2010-02-12,32.36
2010-02-13,38.96
2010-02-14,62.83
2010-02-15,55.97
2010-02-16,31.64
2010-02-17,17.17
2010-02-18,10.83
2010-02-19,12.3
2010-02-20,43.15
2010-02-21,50.96
2010-02-22,37.5
2010-02-23,44.89
2010-02-24,35.15
2010-02-25,26.61
2010-02-26,56.73
2010-02-27,40.28
2010-02-28,51.22
2010-03-01,37.41
2010-03-02,38.41
2010-03-03,41.17
2010-03-04,39.26
2010-03-05,51.41
2010-03-06,52.55
2010-03-07,64.55
2010-03-08,70.83
2010-03-09,68.19
2010-03-10,53.35
2010-03-11,31.31
2010-03-12,22.71
2010-03-13,35.76
2010-03-14,36.83
2010-03-15,30.18
2010-03-16,35.02
2010-03-17,35.75
2010-03-18,36.22
2010-03-19,37.82
2010-03-20,47.29
2010-03-21,40.64
2010-03-27,59.02
2010-03-28,67.79
2010-03-29,36.03
2010-03-30,44.16
2010-03-31,53.93
2010-04-01,53.29
2010-04-02,53.14
2010-04-03,56.16
2010-04-04,66.92
2010-04-05,58.91
2010-04-06,37.07
2010-04-07,37.21
2010-04-10,47.38
2010-04-11,76.34
2010-04-12,60.66
2010-04-13,52.31
2010-04-14,58.35
2010-04-15,62.12
2010-04-17,50.37
2010-04-18,63.02
2010-04-19,74.48
2010-04-20,66.03
2010-04-21,66.79
2010-04-22,59.57
2010-04-23,48.48
2010-04-24,57.95
2010-04-26,69.91
2010-04-27,65.44
2010-04-28,51.69
2010-04-29,88.61
2010-04-30,83.38
2010-05-01,54.1
2010-05-02,51.16
2010-05-03,42.95
2010-05-04,44.27
2010-05-05,31.93
2010-05-06,25.59
2010-05-07,45.5
2010-05-08,50.74
2010-05-09,51.79
2010-05-10,51.33
2010-05-11,37.42
2010-05-13,55.77
2010-05-14,44.34
2010-05-15,44.52
2010-05-16,57.55
2010-05-17,45.67
2010-05-18,57.64
2010-05-19,56.99
2010-05-20,56.06
2010-05-21,50.49
2010-05-22,69.13
2010-05-23,78.42
2010-05-24,78.54
2010-05-25,89.38
2010-05-26,95.87
2010-05-27,56.21
2010-05-29,59.14
2010-05-30,56.32
2010-05-31,57.7
2010-06-01,56.56
2010-06-02,62.83
2010-06-03,63.51
2010-06-04,57.41
2010-06-05,59.96
2010-06-06,79.77
2010-06-07,52.78
2010-06-08,36.5
2010-06-09,47.29
2010-06-10,57.68
2010-06-11,60.0
2010-06-12,60.37
2010-06-13,57.89
2010-06-14,54.5
2010-06-15,45.17
2010-06-16,37.35
2010-06-17,48.37
2010-06-18,26.09
2010-06-19,43.68
2010-06-20,51.58
2010-06-21,46.24
2010-06-22,49.38
2010-06-23,59.84
2010-06-24,62.26
2010-06-25,63.88
2010-06-26,77.0
2010-06-27,83.2
2010-06-28,85.04
2010-06-29,92.0
2010-06-30,94.85
2010-07-02,87.13
2010-07-03,76.08
2010-07-04,82.04
2010-07-05,63.25
2010-07-06,60.95
2010-07-07,74.58
2010-07-08,62.15
2010-07-09,93.57
2010-07-10,88.27
2010-07-11,70.04
2010-07-12,66.09
2010-07-13,64.51
2010-07-14,84.09
2010-07-15,73.43
2010-07-16,65.35
2010-07-17,51.16
2010-07-18,62.22
2010-07-19,69.58
2010-07-20,72.32
2010-07-21,97.16
2010-07-22,58.49
2010-07-23,33.71
2010-07-24,44.66
2010-07-25,48.98
2010-07-26,50.31
2010-07-27,52.9
2010-07-28,36.84
2010-07-29,47.36
2010-07-30,48.11
2010-07-31,49.75
2010-08-02,37.57
2010-08-03,51.03
2010-08-04,50.03
2010-08-05,50.21
2010-08-06,54.05
2010-08-07,47.77
2010-08-08,52.2
2010-08-09,45.46
2010-08-10,50.07
2010-08-11,52.32
2010-08-12,41.13
2010-08-13,49.25
2010-08-14,33.2
2010-08-15,77.51
2010-08-16,70.62
2010-08-17,62.72
2010-08-18,54.5
2010-08-19,45.1
2010-08-20,28.93
2010-08-21,45.91
2010-08-22,49.96
2010-08-23,41.89
2010-08-24,49.46
2010-08-25,48.3
2010-08-26,46.92
2010-08-27,62.18
2010-08-28,47.43
2010-08-29,48.32
2010-08-30,46.67
2010-08-31,51.04
2010-09-01,41.45
2010-09-02,25.89
2010-09-03,34.23
2010-09-04,55.16
2010-09-05,43.1
2010-09-06,27.13
2010-09-07,23.18
2010-09-08,50.64
2010-09-09,38.78
2010-09-10,32.98
2010-09-11,36.16
2010-09-12,42.56
2010-09-13,41.19
2010-09-14,23.13
2010-09-15,39.85
2010-09-16,41.46
2010-09-17,41.26
2010-09-18,42.5
2010-09-19,38.11
2010-09-20,26.24
2010-09-21,30.09
2010-09-22,36.89
2010-09-23,44.4
2010-09-24,44.18
2010-09-25,39.87
2010-09-26,48.86
2010-09-27,31.83
2010-09-29,26.84
2010-09-30,20.53
2010-10-01,31.53
2010-10-02,20.76
2010-10-03,21.28
2010-10-04,20.27
2010-10-05,24.54
2010-10-06,11.3
2010-10-07,14.82
2010-10-10,25.55
2010-10-11,23.07
2010-10-12,16.17
2010-10-13,16.36
2010-10-14,17.26
2010-10-15,25.81
2010-10-16,20.36
2010-10-17,28.03
2010-10-18,32.67
2010-10-19,30.99
2010-10-20,37.42
2010-10-21,18.07
2010-10-22,6.66
2010-10-23,41.62
2010-10-24,58.15
2010-10-25,46.97
2010-10-26,37.56
2010-10-27,13.38
2010-10-28,7.77
2010-10-29,8.39
2010-11-01,12.95
2010-11-02,14.25
2010-11-03,19.55
2010-11-04,19.65
2010-11-05,13.44
2010-11-06,32.05
2010-11-07,47.03
2010-11-08,40.91
2010-11-09,21.83
2010-11-10,23.75
2010-11-11,34.75
2010-11-12,45.21
2010-11-13,34.67
2010-11-14,25.15
2010-11-15,24.02
2010-11-16,38.93
2010-11-17,10.04
2010-11-18,7.9
2010-11-19,7.12
2010-11-20,4.64
2010-11-21,5.2
2010-11-22,5.72
2010-11-23,11.92
2010-11-24,24.1
2010-11-25,21.58
2010-11-26,33.99
2010-11-27,22.04
2010-11-28,11.66
2010-11-29,31.99
2010-11-30,8.8
2010-12-01,8.19
2010-12-02,19.03
2010-12-03,16.51
2010-12-04,18.23
2010-12-05,22.92
2010-12-06,8.92
2010-12-07,20.79
2010-12-09,18.75
2010-12-10,19.06
2010-12-11,16.24
2010-12-12,13.82
2010-12-13,24.63
2010-12-14,21.17
2010-12-15,22.71
2010-12-16,25.56
2010-12-17,45.44
2010-12-18,31.05
2010-12-19,51.77
2010-12-20,53.4
2010-12-21,13.15
2010-12-22,2.39
2010-12-23,1.71
2010-12-24,3.77
2010-12-25,22.03
2010-12-27,7.04
2010-12-28,5.62
2010-12-29,3.49
2010-12-30,16.27
2010-12-31,14.57
2011-01-01,27.16
2011-01-02,44.6
2012-01-05,59.11
2012-01-06,37.36
2012-01-07,37.48
2012-01-08,40.08
2012-01-09,21.34
2012-01-10,15.65
2012-01-11,13.09
2012-01-12,14.77
2012-01-13,10.83
2012-01-14,32.75
2012-01-15,18.16
2012-01-16,8.58
2012-01-17,4.99
2012-01-18,6.85
2012-01-19,35.29
2012-01-20,47.47
2012-01-21,50.62
2012-01-22,51.22
2012-01-23,38.51
2012-01-24,32.9
2012-01-25,16.61
2012-01-26,11.67
2012-01-27,12.5
2012-01-28,32.25
2012-01-29,27.91
2012-01-30,10.59
2012-01-31,14.72
2012-02-01,39.17
2012-02-02,43.94
2012-02-03,45.62
2012-02-04,46.6
2012-02-05,34.56
2012-02-06,24.97
2012-02-07,36.45
2012-02-08,27.45
2012-02-09,21.15
2012-02-10,38.61
2012-02-11,63.46
2012-02-12,64.76
2012-02-13,24.14
2012-02-14,21.23
2012-02-15,35.82
2012-02-16,22.47
2012-02-17,15.87
2012-02-18,19.7
2012-02-19,40.17
2012-02-20,48.01
2012-02-21,29.21
2012-02-22,16.41
2012-02-23,14.28
2012-02-24,10.84
2012-02-25,9.57
2012-02-26,30.87
2012-02-27,31.23
2012-03-03,38.83
2012-03-04,36.69
2012-03-05,50.15
2012-03-06,40.09
2012-03-07,35.28
2012-03-08,41.35
2012-03-09,37.68
2012-03-10,41.21
2012-03-11,56.82
2012-03-12,51.74
2012-03-13,38.54
2012-03-14,20.93
2012-03-15,27.27
2012-03-17,51.47
2012-03-18,59.06
2012-03-19,36.25
2012-03-20,30.98
2012-03-21,27.45
2012-03-22,25.37
2012-03-23,40.95
2012-03-24,41.59
2012-03-25,58.71
2012-03-26,49.59
2012-03-27,45.96
2012-03-28,44.65
2012-03-29,47.93
2012-03-30,44.13
2012-03-31,46.21
2012-04-01,62.98
2012-04-02,44.05
2012-04-03,71.31
2012-04-04,44.78
2012-04-05,33.08
2012-04-06,22.96
2012-04-07,67.79
2012-04-08,62.72
2012-04-09,51.41
2012-04-10,49.54
2012-04-11,45.95
2012-04-12,35.98
2012-04-13,47.15
2012-04-14,54.32
2012-04-15,61.71
2012-04-16,55.74
2012-04-17,62.58
2012-04-18,66.12
2012-04-19,61.95
2012-04-20,66.2
2012-04-21,81.18
2012-04-22,73.35
2012-04-23,66.17
2012-04-24,74.82
2012-04-25,48.09
2012-04-26,47.35
2012-04-27,45.17
2012-04-28,61.59
2012-04-29,67.92
2012-04-30,63.05
2012-05-01,62.95
2012-05-02,58.59
2012-05-03,43.74
2012-05-04,63.27
2012-05-05,76.58
2012-05-06,71.19
2012-05-07,60.43
2012-05-08,45.15
2012-05-09,35.54
2012-05-10,36.5
2012-05-11,50.43
2012-05-12,46.29
2012-05-13,72.94
2012-05-15,70.75
2012-05-16,50.35
2012-05-17,56.15
2012-05-18,39.74
2012-05-19,45.72
2012-05-20,62.12
2012-05-21,57.59
2012-05-22,55.38
2012-05-23,50.15
2012-05-24,68.36
2012-05-25,74.6
2012-05-26,77.23
2012-05-27,70.51
2012-05-28,71.25
2012-05-29,67.92
2012-05-30,64.18
2012-05-31,69.16
2012-06-01,54.56
2012-06-02,46.3
2012-06-03,72.98
2012-06-04,52.13
2012-06-05,59.74
2012-06-06,37.91
2012-06-07,50.24
2012-06-08,48.52
2012-06-09,53.9
2012-06-10,61.93
2012-06-11,53.09
2012-06-12,54.26
2012-06-13,46.56
2012-06-14,41.17
2012-06-15,63.52
2012-06-16,76.91
2012-06-17,58.25
2012-06-18,56.34
2012-06-19,46.82
2012-06-20,40.67
2012-06-21,39.35
2012-06-22,55.88
2012-06-23,49.32
2012-06-24,69.41
2012-06-25,39.38
2012-06-26,24.86
2012-06-27,32.43
2012-06-28,46.39
2012-06-29,63.66
2012-06-30,72.86
2012-07-01,56.05
2012-07-02,32.39
2012-07-03,38.96
2012-07-04,42.4
2012-07-05,38.13
2012-07-06,47.27
2012-07-07,46.47
2012-07-08,64.6
2012-07-09,57.09
2012-07-12,46.37
2012-07-13,43.29
2012-07-14,64.95
2012-07-15,50.26
2012-07-16,48.73
2012-07-17,51.96
2012-07-18,45.11
2012-07-19,51.74
2012-07-20,38.47
2012-07-21,53.19
2012-07-22,67.38
2012-07-23,62.35
2012-07-24,60.06
2012-07-25,63.23
2012-07-26,63.65
2012-07-27,92.97
2012-07-28,79.23
2012-07-29,61.23
2012-07-30,46.57
2012-07-31,51.77
2012-08-01,69.5
2012-08-02,70.5
2012-08-03,53.62
2012-08-04,57.19
2012-08-05,66.55
2012-08-06,47.28
2012-08-07,38.96
2012-08-08,50.96
2012-08-09,51.39
2012-08-10,60.25
2012-08-11,65.85
2012-08-12,66.16
2012-08-13,56.56
2012-08-14,53.95
2012-08-15,74.77
2012-08-16,66.35
2012-08-18,54.45
2012-08-19,59.65
2012-08-20,73.66
2012-08-21,53.66
2012-08-22,72.25
2012-08-23,55.55
2012-08-24,39.83
2012-08-25,58.32
2012-08-26,54.31
2012-08-27,32.61
2012-08-28,43.79
2012-08-29,47.79
2012-08-30,33.72
2012-08-31,36.83
