Date,Traffic,PM10,NO2,PM2.5,Traffic_interpolated,PM10_interpolated,NO2_interpolated,PM2.5_interpolated
2013-09-30,133467.9333333333,23.527,33.858,,133467.9333333333,23.527,33.858,9.2411798072123
2013-10-31,132442.3548387097,18.041,39.52,,132442.3548387097,18.041,39.52,12.327730468330529
2013-11-30,128693.2,16.896,38.14,,128693.2,16.896,38.14,14.797691519114354
2013-12-31,121153.3225806452,22.59,38.726,,121153.3225806452,22.59,38.726,11.769657932169377
2014-01-31,121663.5806451613,43.006,68.007,,121663.5806451613,43.006,68.007,10.284646626947534
2014-02-28,128534.5714285714,8.917,63.39,,128534.5714285714,8.917,63.39,15.372588382794028
2014-03-31,129058.4516129032,29.225,70.578,,129058.4516129032,29.225,70.578,10.565676521636853
2014-04-30,131921.8333333333,11.908,47.244,,131921.8333333333,11.908,47.244,11.680135622030228
2014-05-31,130312.8709677419,11.123,26.494,,130312.8709677419,11.123,26.494,8.384715818351694
2014-06-30,133395.4333333333,8.64,41.541,,133395.4333333333,8.64,41.541,11.02728946372129
2014-07-31,134450.3225806452,21.34,46.459,,134450.3225806452,21.34,46.459,10.121372935491086
2014-08-31,137951.4516129032,5.617,31.077,,137951.4516129032,5.617,31.077,10.887910122918278
2014-09-30,135878.4333333333,17.18,34.275,,135878.4333333333,17.18,34.275,9.113719466954691
2014-10-31,135520.0,22.101,43.465,,135520.0,22.101,43.465,10.659152462467112
2014-11-30,129544.1666666667,8.554,,,129544.1666666667,8.554,53.50107334426718,12.171346669058034
2014-12-31,122363.3548387097,35.148,56.905,,122363.3548387097,35.148,56.905,15.266036046265583
2015-01-31,120098.193548387,11.412,57.824,,120098.193548387,11.412,57.824,11.123485822326067
2015-02-28,126179.107142857,18.073,51.922,,126179.107142857,18.073,51.922,14.068388095273416
2015-03-31,132554.129032258,12.271,51.216,,132554.129032258,12.271,51.216,9.210963962017905
2015-04-30,132711.533333333,12.715,46.147,,132711.533333333,12.715,46.147,10.92792058194322
2015-05-31,130562.419354839,10.658,26.753,,130562.419354839,10.658,26.753,7.934863065432402
2015-06-30,138167.266666667,16.916,41.664,,138167.266666667,16.916,41.664,13.621179473673177
2015-07-31,135404.0,18.529,63.673,,135404.0,18.529,63.673,8.31782655485516
2015-08-31,138319.225806452,,,,138319.225806452,15.881324651814596,43.770738271664335,11.598152664416066
2015-09-30,135123.2,14.442,42.919,,135123.2,14.442,42.919,8.949120851064677
2015-10-31,135015.064516129,19.681,33.092,,135015.064516129,19.681,33.092,8.97028309171562
2015-11-30,131949.9,9.368,63.565,,131949.9,9.368,63.565,9.626130124140026
2015-12-31,127303.677419355,29.32,43.956,,127303.677419355,29.32,43.956,18.814289015809067
2016-01-31,121672.290322581,8.021,42.888,,121672.290322581,8.021,42.888,11.910675918608769
2016-02-29,127343.620689655,50.659,84.044,,127343.620689655,50.659,84.044,17.00790141050747
2016-03-31,132861.677419355,25.693,62.808,,132861.677419355,25.693,62.808,12.433428755362476
2016-04-30,,15.736,51.81,,126291.01176731128,15.736,51.81,12.43028871281414
2016-05-31,135890.833333333,7.962,36.779,,135890.833333333,7.962,36.779,8.602874746137228
2016-06-30,131997.967741935,10.024,28.286,,131997.967741935,10.024,28.286,4.962528679753504
2016-07-31,137105.9,14.335,21.78,,137105.9,14.335,21.78,12.798078200690945
2016-08-31,134550.870967742,15.9,49.186,,134550.870967742,15.9,49.186,8.622759494975098
2016-09-30,139680.032258065,18.422,60.884,,139680.032258065,18.422,60.884,8.489909692362481
2016-10-31,138566.5,,,,138566.5,20.124707506691227,40.518609708274596,13.132318252681483
2016-11-30,132317.838709677,30.693,63.903,,132317.838709677,30.693,63.903,16.661725696804286
2016-12-31,131192.0,31.89,42.528,,131192.0,31.89,42.528,7.487823092949751
2017-01-31,120398.580645161,32.571,71.88,,120398.580645161,32.571,71.88,15.792037585092697
2017-01-31,126712.322580645,32.571,71.88,,126712.322580645,32.571,71.88,8.555099424717547
2017-02-28,130381.928571429,5.548,60.713,,130381.928571429,5.548,60.713,11.079611214568118
2017-03-31,134031.161290323,23.192,72.22,,134031.161290323,23.192,72.22,11.620419721461948
2017-04-30,,13.338,36.933,,129293.93224088884,13.338,36.933,8.046446243772454
2017-05-31,132409.033333333,17.642,55.02,,132409.033333333,17.642,55.02,7.5792101534344605
2017-06-30,131596.419354839,10.068,38.197,,131596.419354839,10.068,38.197,11.054129638447312
2017-07-31,134410.866666667,18.053,30.933,,134410.866666667,18.053,30.933,9.334992893109327
2017-08-31,131802.419354839,10.026,40.979,,131802.419354839,10.026,40.979,8.399863961811686
2017-09-30,135634.774193548,16.326,39.02,,135634.774193548,16.326,39.02,11.48641462293003
2017-10-31,135157.166666667,17.05,45.287,,135157.166666667,17.05,45.287,13.956375673711996
2017-11-30,132224.709677419,12.29,66.379,,132224.709677419,12.29,66.379,10.928342086800463
2017-12-31,131096.366666667,9.889,30.262,,131096.366666667,9.889,30.262,9.443330781553236
2018-01-31,121350.709677419,11.052,50.215,,121350.709677419,11.052,50.215,14.531272537407006
2018-01-31,122657.838709677,11.052,50.215,,122657.838709677,11.052,50.215,9.724360676256353
2018-02-28,124862.857142857,39.34,47.305,,124862.857142857,39.34,47.305,10.838819776625604
2018-03-31,127950.870967742,8.621,39.333,,127950.870967742,8.621,39.333,7.543399972959626
2018-04-30,130198.3,14.267,33.891,,130198.3,14.267,33.891,10.185973618312193
2018-05-31,128531.870967742,14.699,31.216,,128531.870967742,14.699,31.216,9.280057090112091
2018-06-30,134979.233333333,17.168,41.0,,134979.233333333,17.168,41.0,10.046594277541168
2018-07-31,132892.290322581,22.801,65.792,,132892.290322581,22.801,65.792,8.272403621577778
2018-08-31,137508.161290323,,53.468,,137508.161290323,18.874912108937238,53.468,9.817836617092201
2018-09-30,133296.8,14.539,38.612,,133296.8,14.539,38.612,11.330030823656024
2018-10-31,130864.322580645,18.623,50.108,,130864.322580645,18.623,50.108,14.424720200882806
2018-11-30,129377.0,23.686,45.522,,129377.0,23.686,45.522,10.282169976932133
2018-12-31,120634.774193548,19.412,37.303,,120634.774193548,19.412,37.303,13.22707224988005
2019-01-31,119498.129032258,17.203,55.272,,119498.129032258,17.203,55.272,8.369648116654341
2019-02-28,128610.214285714,30.257,59.441,,128610.214285714,30.257,59.441,10.08660473657102
2019-03-31,128945.193548387,18.899,44.135,,128945.193548387,18.899,44.135,7.093547220044484
2019-04-30,131466.233333333,19.7,50.342,,131466.233333333,19.7,50.342,12.779863628253226
2019-05-31,129654.612903226,11.355,31.948,,129654.612903226,11.355,31.948,7.476510709453615
2019-06-30,132402.433333333,21.737,30.691,,132402.433333333,21.737,30.691,10.7568368190191
2019-07-31,133264.451612903,12.884,30.746,,133264.451612903,12.884,30.746,8.10780500566303
2019-08-31,137274.161290323,18.495,28.595,14.137,137274.161290323,18.495,28.595,14.137
2019-09-30,133277.6,9.289,34.583,3.044,133277.6,9.289,34.583,3.044
2019-10-31,130922.870967742,12.359,27.177,8.025,130922.870967742,12.359,27.177,8.025
2019-11-30,126205.833333333,11.424,26.75,7.472,126205.833333333,11.424,26.75,7.472
2019-12-31,120286.258064516,32.03,32.675,31.595,120286.258064516,32.03,32.675,31.595
2020-01-31,121190.0,9.679,44.493,,121190.0,9.679,44.493,11.592112914051116
2020-02-29,125587.517241379,27.532,34.179,,125587.517241379,27.532,34.179,11.58897287476888
2020-03-31,92976.2903225807,14.057,36.568,8.69,92976.2903225807,14.057,36.568,8.69
2020-04-30,75950.1,12.548,35.44,4.524,75950.1,12.548,35.44,4.524
2020-05-31,95941.2258064516,9.546,18.685,5.41,95941.2258064516,9.546,18.685,5.41
2020-06-30,118464.133333333,9.984,26.48,4.044,118464.133333333,9.984,26.48,4.044
2020-07-31,131429.677419355,28.07,54.306,12.065,131429.677419355,28.07,54.306,12.065
2020-08-31,132648.709677419,10.217,29.461,5.267,132648.709677419,10.217,29.461,5.267
2020-09-30,132770.633333333,14.485,28.926,9.133,132770.633333333,14.485,28.926,9.133
2020-10-31,124840.032258065,14.939,31.704,11.102,124840.032258065,14.939,31.704,11.102
2020-11-30,111952.866666667,26.961,39.063,20.4,111952.866666667,26.961,39.063,20.4
2020-12-31,105058.967741935,15.729,39.165,10.325,105058.967741935,15.729,39.165,10.325
2021-01-31,97550.8064516129,10.632,32.136,8.456,97550.8064516129,10.632,32.136,8.456
2021-02-28,102890.892857143,17.949,28.059,14.02,102890.892857143,17.949,28.059,14.02
2021-03-31,114987.483870968,,,,114987.483870968,11.663327867660154,29.822650372932753,7.205130453449647
2021-04-30,114640.733333333,23.893,58.177,16.863,114640.733333333,23.893,58.177,16.863
2021-05-31,117457.032258065,13.486,28.182,6.123,117457.032258065,13.486,28.182,6.123
2021-06-30,129884.666666667,8.702,27.829,2.377,129884.666666667,8.702,27.829,2.377
2021-07-31,131845.709677419,12.27,24.961,6.667,131845.709677419,12.27,24.961,6.667
2021-08-31,137964.516129032,15.885,37.215,10.162,137964.516129032,15.885,37.215,10.162
2021-09-30,136438.666666667,9.321,27.305,2.569,136438.666666667,9.321,27.305,2.569
2021-10-31,134082.935483871,12.753,35.398,9.593,134082.935483871,12.753,35.398,9.593
2021-11-30,127388.133333333,16.018,51.466,6.851,127388.133333333,16.018,51.466,6.851
2021-12-31,119571.580645161,13.021,33.305,9.011,119571.580645161,13.021,33.305,9.011
2022-01-31,115528.709677419,21.059,41.086,7.338,115528.709677419,21.059,41.086,7.338
2022-02-28,126825.571428571,19.286,34.975,13.357,126825.571428571,19.286,34.975,13.357
2022-03-31,128414.129032258,21.497,46.527,12.796,128414.129032258,21.497,46.527,12.796
2022-04-30,132409.466666667,18.751,29.081,11.949,132409.466666667,18.751,29.081,11.949
2022-05-31,133382.64516129,12.288,28.825,7.536,133382.64516129,12.288,28.825,7.536
2022-06-30,136794.666666667,15.341,32.118,10.129,136794.666666667,15.341,32.118,10.129
2022-07-31,134071.451612903,11.973,28.432,8.745,134071.451612903,11.973,28.432,8.745
2022-08-31,139259.064516129,11.483,28.73,8.674,139259.064516129,11.483,28.73,8.674
2022-09-30,135332.9,16.144,33.014,10.55,135332.9,16.144,33.014,10.55
2022-10-31,131147.387096774,25.219,31.339,14.342,131147.387096774,25.219,31.339,14.342
2022-11-30,126731.366666667,13.165,27.87,10.274,126731.366666667,13.165,27.87,10.274
2022-12-31,122168.258064516,8.651,29.776,5.968,122168.258064516,8.651,29.776,5.968
2023-01-31,120901.483870968,16.556,39.326,9.945,120901.483870968,16.556,39.326,9.945
2023-02-28,125415.535714286,18.886,30.582,13.631,125415.535714286,18.886,30.582,13.631
2023-03-31,127704.548387097,11.318,31.641,6.494,127704.548387097,11.318,31.641,6.494
2023-04-30,129222.0,11.222,19.351,8.263,129222.0,11.222,19.351,8.263
2023-05-31,131884.967741935,18.576,30.285,8.844,131884.967741935,18.576,30.285,8.844
2023-06-30,136490.566666667,19.035,43.367,15.606,136490.566666667,19.035,43.367,15.606
2023-07-31,132888.516129032,17.466,34.282,9.781,132888.516129032,17.466,34.282,9.781
2023-08-31,138846.161290323,14.255,42.757,7.927,138846.161290323,14.255,42.757,7.927
2023-09-30,135723.266666667,14.765,47.011,12.739,135723.266666667,14.765,47.011,12.739
2023-10-31,131849.193548387,10.776,43.548,4.279,131849.193548387,10.776,43.548,4.279
2023-11-30,128300.133333333,16.422,54.524,11.165,128300.133333333,16.422,54.524,11.165
2023-12-31,121256.903225806,11.639,32.301,8.523,121256.903225806,11.639,32.301,8.523
