Traffic,PM10,NO2,O3
32811.715421318884,17.728072731778273,40.96282466905331,35.53454916357643
32813.11577974183,17.92616911723467,40.79240776369963,35.737034323867036
32865.77823493897,18.112836480680564,40.116675071679836,35.6688808382703
32882.86152346943,17.654864558775262,39.2677963467061,35.503674082256126
32967.68740221167,17.252945463300307,38.895953829348365,35.4284447707919
33096.9856044968,17.76146249287319,39.43403294070742,35.20121658156275
33181.71765026192,18.26104051845646,39.83882155300113,36.01899188991538
33251.89946029776,18.29470987626388,40.098370242885665,36.883919025226746
33358.02571477805,18.492608311830743,40.1685277395847,37.77542956578942
33504.013528398114,19.082692861452866,39.96347866990405,38.77292049726566
33651.63904054336,20.297689515188104,38.863972561565056,40.45736670140301
33728.35907885985,20.64394681834853,38.23696268215142,41.86759768692719
33822.76140073002,20.385036796341257,38.640269630348506,42.18890057166684
33940.424438364425,20.37777374421819,37.99902820713906,42.9168320780429
34047.23935771927,19.921523047438964,37.00767756582552,42.77831889697297
34167.96538818522,19.372411636010934,36.312389624132585,42.31310898632048
34216.79022628886,18.840997398152552,36.09131547482366,41.8833382977847
34199.44094873491,18.544147035246333,35.78698636346462,41.139733153680524
34266.122388632866,18.459569009663063,34.66011441783756,40.812374511994555
34453.75460189452,18.79881631852231,33.82056572795303,41.37759942436105
34692.62153737839,18.629251216288786,33.007908231254,41.74254706570644
34924.89169866871,18.116666666666667,32.90087396760131,40.54594560179373
35094.52476318484,16.938427197486202,34.49238118950613,37.64496597196679
35266.03647593446,16.452496147797895,35.198528248831934,35.99332310898854
35468.72695212494,16.549621698730082,34.87764310427646,35.438289476443394
35667.02834101382,16.40162336687727,35.6082668802679,34.463915963106906
35879.01521377368,16.72823037832223,36.680086756722716,34.35176364444726
36085.3343624197,17.133691120362123,37.482401353768736,34.566413292084064
36264.677946180585,17.493892466621364,37.83192577364133,34.73841757705284
36453.16705022629,17.626309329283913,38.25306471684506,35.22428795907199
36633.784281818225,17.567556692329298,39.4786974246925,35.30182744176837
36734.786692208276,17.08596129544307,40.42023771052902,34.48910567754253
36770.012305557975,17.10391479347956,41.344861060392915,33.87270843692429
36851.0063507486,17.338022296731445,41.55212856353076,34.21024932507933
36964.00500666258,16.51699346156774,42.254883158657414,33.46598745282818
37043.876952674014,15.894174511256047,42.89623609933161,32.05263031580644
37111.342984706964,16.17788229365719,41.56961290578355,32.08183061501825
37212.99832332529,16.289213958843337,40.59523079168857,32.37495412835474
37329.097703162275,15.844273614065044,40.581327581900425,32.274606447014385
37409.852255233105,15.295896205358483,39.74401298485439,32.48495679937757
37529.21767619656,14.920694859099244,39.062821898315136,32.3829525144088
37698.41174884115,14.862027996436693,39.40334962177806,32.136248799056325
37827.71227620111,14.866197300057973,40.1906335805973,32.59162598302661
37971.59942053892,14.651126030277535,40.76034329476078,32.387264413919105
38178.829273139054,15.247339198907708,39.91946994489689,31.828782225044773
38377.4297619986,16.189065028989162,38.68428577509237,31.625528574063825
38457.44150034986,16.735833333333332,37.05541666666666,32.616603409475246
38429.58717146591,16.237499999999997,36.30333333333333,34.001186742808585
38411.88582837305,14.688333333333333,37.65958333333333,33.535770076141915
38501.577740778775,14.044166666666666,38.66541666666666,33.63327007614192
38566.3125320623,14.569166666666668,37.66833333333333,35.019520076141916
38559.831380602154,15.008333333333333,38.30708333333334,34.87243674280859
38558.9634601072,15.027083333333334,39.0525,34.255770076141914
38610.76245187568,15.022916666666667,37.93208333333334,34.24285340947525
38671.814943819845,14.855833333333333,36.95333333333333,33.766186742808586
38569.21320271206,14.255833333333333,37.695,33.46285340947525
38537.64832816009,13.247916666666667,39.627916666666664,33.96851003807095
38691.218579056156,11.897916666666665,41.27041666666666,34.4175
38970.97870450419,11.101666666666667,42.790833333333325,33.718333333333334
39110.67395540024,11.399166666666666,43.01291666666667,32.64666666666667
38967.73736745861,12.357500000000002,41.586666666666666,32.290416666666665
38817.61366354157,14.000833333333334,39.81333333333334,31.893750000000004
38876.30949114099,14.779999999999998,39.898333333333326,31.222499999999997
39038.67012288788,14.140416666666667,40.91041666666666,30.907499999999995
39092.7472734255,13.892499999999998,41.670833333333334,31.01208333333333
39068.2674795187,13.883333333333333,43.48833333333334,31.26958333333333
39007.59144905275,14.138333333333332,46.602500000000006,31.200833333333332
38975.28634152587,14.577499999999997,48.37875,31.287423852114944
38949.01004224271,14.694999999999997,50.12958333333333,30.08234770422989
38938.673259088595,15.131666666666664,50.707499999999996,29.17484770422989
38958.83508704558,16.299166666666665,48.016666666666666,31.776514370896557
38994.75901177676,17.129166666666663,45.73166666666666,33.89984770422989
38997.79126984128,17.121002831264608,45.22958333333334,34.12468040566791
39000.15882936509,15.708709235629113,46.30791666666667,33.62996309333159
39010.73203405018,14.547687656535576,47.42583333333334,32.514550307656144
38949.00851254481,14.99468648128141,46.79570587964665,32.265522820261246
38886.119668458785,15.297259250157763,46.16923635983376,32.378849968849046
38885.47804659499,15.067464208789575,45.3297980473871,31.88020987978248
38953.73561827957,14.67358300771519,42.60527018333895,31.46948889004392
39011.04744623657,14.747692386620193,39.71581658103473,31.38983279991887
39010.29614695341,14.740100667025619,37.07111272651275,32.146974032948954
38814.369730173894,14.409912959224165,35.44776418990065,32.30797724551802
38487.346120318536,13.923934286213516,36.14068085656732,29.995708943267445
38428.43846411995,13.548593351965202,36.51359752323399,28.330231644606357
38658.88398622319,13.205979017930167,35.83651418990066,28.432401539428785
38764.482961746995,13.458272613565661,35.34818085656731,28.58295218509845
38570.3701895291,14.129294192659195,35.01318085656732,28.517114970773882
38392.650146186046,13.878962034580029,34.58830831025401,28.181975791502115
38027.008132383824,13.460139265703674,34.77811116340023,27.523231976247647
37571.48873274224,13.352017640405194,35.34713280918022,27.192288731980884
37461.677666434,13.668398841479585,36.947910673228364,27.665509721719445
37517.08871910394,13.455956129241246,39.509030942199246,27.348991959729553
37570.30111585989,12.83604784883582,40.11123479672122,26.13526020791786
37642.45634088314,12.785402223303942,39.90083333333333,25.248006995348796
37574.52264787111,12.985130896314592,39.50208333333333,24.68694196426603
37174.42730227755,13.15588849722957,39.96458333333334,24.490335929593787
36483.12290920658,13.109583333333333,41.202083333333334,24.012916666666662
35769.41727085635,12.902083333333335,40.89999999999999,23.207499999999996
35435.69488562417,13.008333333333333,39.79875,23.961666666666666
35356.45278739017,13.514166666666668,38.74083333333333,25.462083333333336
35615.836960690605,13.863333333333333,38.126666666666665,26.413749999999997
36033.45685316373,13.886249999999999,38.59166666666667,26.586250000000003
36202.47459509921,13.188749999999999,37.747499999999995,25.249166666666667
36290.44526285938,12.780416666666666,37.09625,24.114166666666666
36439.11068868408,12.68,39.05541666666666,23.984999999999996
36734.67507040451,12.246666666666666,40.682916666666664,24.19458333333333
37215.30472990272,11.712083333333334,42.41166666666666,24.16333333333333
37710.4894969278,11.01,44.52109462163932,24.201666666666664
38185.25965821813,10.838333333333331,46.007605909945326,24.335
38808.511818356375,10.890833333333331,46.64760590994532,25.05125
39372.20752688173,10.69125,46.343022576611986,25.306666666666665
39668.41285842294,10.750416666666665,47.27385590994532,24.546666666666667
39850.12759856631,10.747499999999999,47.957189243278656,24.330416666666665
39975.289560931895,10.9775,47.26218924327865,24.492916666666666
39968.39238351254,11.448333333333332,48.66593924327866,24.895833333333332
39835.99184587813,11.527916666666666,50.69427257661198,25.153333333333332
39639.680152329754,11.609166666666665,50.35802257661199,24.97375
39413.45313620072,12.0675,49.30968924327865,24.981666666666666
39221.80667562724,12.487500000000002,48.50427257661199,25.1025
39144.56344086021,12.481666666666667,47.05901128830598,24.645
39122.998924731175,12.65916666666667,45.17541666666666,25.24083333333333
39079.40075844853,12.953750000000001,44.58708333333333,25.23041666666667
38995.89936635944,12.81166666666667,46.281666666666666,23.598749999999995
38901.374859190975,12.539166666666668,46.56041666666667,22.52916666666667
38841.95922299026,12.8875,46.09708333333334,22.216666666666665
38852.64358678955,13.194583333333334,47.05375000000001,22.206249999999994
38848.65590757808,12.971666666666664,46.751666666666665,21.79625
38821.67069252432,12.792083333333334,45.802499999999995,21.622916666666665
38871.25371223757,12.825330635967928,46.186666666666675,22.141666666666662
38970.36361367127,12.342327938602521,48.48166666666667,21.836666666666666
39056.13045954941,11.816494605269186,49.415833333333346,22.33875
39125.07069252432,11.828994605269186,49.33333333333334,23.21541666666667
38832.45519809492,12.438899009201183,48.35217250962489,20.597589840714875
38815.594618452786,12.405469952874235,48.58298705214926,20.283898115773148
38798.73403881065,12.372040896547283,48.81380159467363,19.97020639083142
38781.87345916852,12.338611840220334,49.04461613719799,19.656514665889695
38765.01287952639,12.305182783893382,49.275430679722355,19.34282294094797
38748.152299884256,12.271753727566434,49.50624522224672,19.02913121600625
