Traffic,CO (mg/m³)
21851.429126277526,0.21185112061654904
21796.852621976755,0.20981338564262816
21795.459924477615,0.20921496387755414
21842.90403556555,0.20643777403256408
21866.59493439499,0.20108151800212085
21878.93659916211,0.19987292482040658
21907.566110562457,0.2042145818337956
22013.427493815943,0.2086318098468937
22107.220111674273,0.20238180984689372
22128.406807594205,0.1944651431802271
22142.903620758803,0.19363180984689374
22204.335076286996,0.1927984765135604
22230.375130050434,0.1911318098468937
22295.496298696977,0.1902984765135604
22394.495264986697,0.18910757159011354
22444.979493479656,0.18833333333333332
22545.803380429566,0.18749999999999997
22717.842892413577,0.17916666666666664
22854.3262834229,0.16666666666666666
22869.889500268775,0.16125000000000003
22866.412637749574,0.1691666666666667
22897.429054800265,0.17583333333333334
22939.249595200352,0.1733333333333333
22985.74509079758,0.1716666666666667
23081.8859958155,0.17416666666666666
23146.89251534101,0.17833333333333332
23136.48539492942,0.1825
23103.891692268313,0.185
23026.971710189464,0.1883333333333333
22900.016871479787,0.19958333333333333
22791.96360087047,0.21458333333333335
22730.97023169484,0.22208333333333335
22719.876097670258,0.21749999999999997
22712.904275473637,0.21416666666666667
22708.656560419873,0.21916666666666668
22697.67900665643,0.22416666666666668
22710.27784178188,0.22666666666666668
22741.22882744496,0.22541666666666665
22731.85920378904,0.22458333333333336
22749.814983358938,0.22416666666666668
22747.907641682712,0.2223680681722865
22713.661229046935,0.21515280301123965
22676.002699522698,0.20556946967790632
22631.13179982548,0.20140280301123964
22563.753634528264,0.19806946967790634
22526.648924562483,0.1955694696779063
22478.927043730233,0.19223613634457298
22120.091885258225,0.18848613634457295
21600.706177372922,0.184736136344573
21431.28149099299,0.184736136344573
21463.23310389622,0.18306946967790633
21368.2691254016,0.18223613634457297
21205.68977352943,0.1844514015056198
20968.082825950154,0.18541666666666667
20693.060038270087,0.18500000000000003
20442.752174526446,0.18333333333333332
20175.01354834901,0.18541666666666667
19848.711144259494,0.18666666666666665
19580.345256274537,0.1875
19737.1585061444,0.18958333333333327
20079.24452764978,0.19041666666666662
20144.899097542246,0.18833333333333327
20125.447484639015,0.1895833333333333
20255.220468509982,0.19124999999999998
20518.70581797235,0.19333333333333333
20881.625889656938,0.19416666666666665
21221.76370327701,0.19291666666666668
21483.470692524326,0.19458333333333336
21805.981733230932,0.19458333333333333
22149.791161034318,0.19416666666666665
22437.14066820278,0.1936085736753385
22674.39071300565,0.19013381401734372
22869.665757808518,0.1868004806840104
23018.47843701999,0.18471714735067707
23082.43139400924,0.1788838140173437
23117.910560675904,0.17555048068401038
23127.291609063006,0.17513381401734374
23119.005990783437,0.17430048068401038
23167.264727342572,0.17346714735067706
23277.654512288806,0.17221714735067706
23353.47008448542,0.17221714735067706
23362.17544162827,0.17221714735067706
23372.561552739386,0.17360857367533852
23441.99605094727,0.17916666666666664
23520.179160266263,0.18749999999999997
23542.33001152074,0.1958333333333333
23529.512807219664,0.20416666666666664
23506.021140553,0.2125
23473.33323732719,0.21249999999999997
23430.11477854582,0.2125
23405.849276753706,0.21666666666666665
23602.073346128178,0.22330869348621707
23627.054086669,0.22788436562054926
23652.034827209816,0.23246003775488133
23677.015567750634,0.2370357098892134
23701.996308291455,0.24161138202354548
23726.977048832272,0.24618705415787756
